Severity	Code	Description	Project	File	Line	Suppression State
Error (active)	CS1061	'ConsultationTransactionContext' does not contain a definition for 'GetData' and no accessible extension method 'GetData' accepting a first argument of type 'ConsultationTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	264	
Error (active)	CS1061	'ConsultationTransactionContext' does not contain a definition for 'GetData' and no accessible extension method 'GetData' accepting a first argument of type 'ConsultationTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\UpdatePatientStatusStep.cs	187	
Error (active)	CS1061	'ConsultationTransactionContext' does not contain a definition for 'GetEntityId' and no accessible extension method 'GetEntityId' accepting a first argument of type 'ConsultationTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\CreateMedicalCaseStep.cs	169	
Error (active)	CS1061	'ConsultationTransactionContext' does not contain a definition for 'GetEntityId' and no accessible extension method 'GetEntityId' accepting a first argument of type 'ConsultationTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	187	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\CreateMedicalCaseStep.cs	50	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\CreateMedicalCaseStep.cs	61	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\CreateMedicalCaseStep.cs	72	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\CreateMedicalCaseStep.cs	106	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	60	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	99	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\UpdatePatientStatusStep.cs	63	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\UpdatePatientStatusStep.cs	73	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\UpdatePatientStatusStep.cs	94	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	49	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\UpdatePatientStatusStep.cs	49	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\UpdatePatientStatusStep.cs	55	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogWarning' and the best extension method overload 'LoggerExtensions.LogWarning(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\CreateMedicalCaseStep.cs	87	
Error (active)	CS1929	'ConsultationTransactionContext' does not contain a definition for 'LogWarning' and the best extension method overload 'LoggerExtensions.LogWarning(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	79	
Error (active)	CS1061	'ConsultationTransactionContext' does not contain a definition for 'RemoveEntityId' and no accessible extension method 'RemoveEntityId' accepting a first argument of type 'ConsultationTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\CreateMedicalCaseStep.cs	186	
Error (active)	CS1061	'ConsultationTransactionContext' does not contain a definition for 'RemoveEntityId' and no accessible extension method 'RemoveEntityId' accepting a first argument of type 'ConsultationTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	203	
Error (active)	CS1061	'ConsultationTransactionContext' does not contain a definition for 'SetData' and no accessible extension method 'SetData' accepting a first argument of type 'ConsultationTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\UpdatePatientStatusStep.cs	79	
Error (active)	CS1061	'ConsultationTransactionContext' does not contain a definition for 'SetEntityId' and no accessible extension method 'SetEntityId' accepting a first argument of type 'ConsultationTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\CreateMedicalCaseStep.cs	140	
Error (active)	CS1061	'ConsultationTransactionContext' does not contain a definition for 'SetEntityId' and no accessible extension method 'SetEntityId' accepting a first argument of type 'ConsultationTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	158	
Error (active)	CS1061	'DbSet<Consultation>' does not contain a definition for 'FirstOrDefaultAsync' and no accessible extension method 'FirstOrDefaultAsync' accepting a first argument of type 'DbSet<Consultation>' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	75	
Error (active)	CS1061	'DbSet<Consultation>' does not contain a definition for 'FirstOrDefaultAsync' and no accessible extension method 'FirstOrDefaultAsync' accepting a first argument of type 'DbSet<Consultation>' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\InitializeConsultationStep.cs	116	
Error (active)	CS1061	'DbSet<MedicalCase>' does not contain a definition for 'AnyAsync' and no accessible extension method 'AnyAsync' accepting a first argument of type 'DbSet<MedicalCase>' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\Steps\UpdatePatientStatusStep.cs	355	
Error (active)	CS1061	'DbSet<Prescription>' does not contain a definition for 'FirstOrDefaultAsync' and no accessible extension method 'FirstOrDefaultAsync' accepting a first argument of type 'DbSet<Prescription>' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\CreatePrescriptionStep.cs	61	
Error (active)	CS1061	'PrescriptionTransactionContext' does not contain a definition for 'GetData' and no accessible extension method 'GetData' accepting a first argument of type 'PrescriptionTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\UpdateMedicalCaseStep.cs	198	
Error (active)	CS1061	'PrescriptionTransactionContext' does not contain a definition for 'GetEntityId' and no accessible extension method 'GetEntityId' accepting a first argument of type 'PrescriptionTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\CreatePrescriptionStep.cs	168	
Error (active)	CS1061	'PrescriptionTransactionContext' does not contain a definition for 'GetEntityIds' and no accessible extension method 'GetEntityIds' accepting a first argument of type 'PrescriptionTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	214	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, Exception?, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	99	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, Exception?, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	106	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	58	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	85	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	92	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	122	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\CreatePrescriptionStep.cs	83	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\UpdateMedicalCaseStep.cs	59	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\UpdateMedicalCaseStep.cs	67	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\UpdateMedicalCaseStep.cs	78	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\UpdateMedicalCaseStep.cs	96	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidateCompatibilityStep.cs	80	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidatePrerequisitesStep.cs	51	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidatePrerequisitesStep.cs	61	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidatePrerequisitesStep.cs	79	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidatePrerequisitesStep.cs	100	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidatePrerequisitesStep.cs	131	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidatePrerequisitesStep.cs	149	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidatePrerequisitesStep.cs	167	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, EventId, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidatePrerequisitesStep.cs	193	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	49	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	74	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\CreatePrescriptionStep.cs	54	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\UpdateMedicalCaseStep.cs	48	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidateCompatibilityStep.cs	49	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogError' and the best extension method overload 'LoggerExtensions.LogError(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidateCompatibilityStep.cs	64	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogInformation' and the best extension method overload 'LoggerExtensions.LogInformation(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidateCompatibilityStep.cs	56	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogInformation' and the best extension method overload 'LoggerExtensions.LogInformation(ILogger, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\ValidateCompatibilityStep.cs	70	
Error (active)	CS1929	'PrescriptionTransactionContext' does not contain a definition for 'LogWarning' and the best extension method overload 'LoggerExtensions.LogWarning(ILogger, EventId, Exception?, string?, params object?[])' requires a receiver of type 'Microsoft.Extensions.Logging.ILogger'	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\CreatePrescriptionStep.cs	68	
Error (active)	CS1061	'PrescriptionTransactionContext' does not contain a definition for 'RemoveEntityId' and no accessible extension method 'RemoveEntityId' accepting a first argument of type 'PrescriptionTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\CreatePrescriptionStep.cs	184	
Error (active)	CS1061	'PrescriptionTransactionContext' does not contain a definition for 'RemoveEntityIds' and no accessible extension method 'RemoveEntityIds' accepting a first argument of type 'PrescriptionTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	240	
Error (active)	CS1061	'PrescriptionTransactionContext' does not contain a definition for 'SetData' and no accessible extension method 'SetData' accepting a first argument of type 'PrescriptionTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\UpdateMedicalCaseStep.cs	84	
Error (active)	CS1061	'PrescriptionTransactionContext' does not contain a definition for 'SetEntityId' and no accessible extension method 'SetEntityId' accepting a first argument of type 'PrescriptionTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\CreatePrescriptionStep.cs	124	
Error (active)	CS1061	'PrescriptionTransactionContext' does not contain a definition for 'SetEntityIds' and no accessible extension method 'SetEntityIds' accepting a first argument of type 'PrescriptionTransactionContext' could be found (are you missing a using directive or an assembly reference?)	LYBT.Module.Prescriptions	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.Prescriptions\Transactions\Steps\AddPrescriptionItemsStep.cs	165	
Error (active)	CS0117	'TransactionDefinition<ConsultationTransactionContext>' does not contain a definition for 'EnableAutoCompensation'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\StartConsultationTransaction.cs	49	
Error (active)	CS0117	'TransactionDefinition<ConsultationTransactionContext>' does not contain a definition for 'EnableParallelExecution'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\StartConsultationTransaction.cs	50	
Error (active)	CS0117	'TransactionDefinition<ConsultationTransactionContext>' does not contain a definition for 'MaxRetryCount'	LYBT.Module.MedicalCase	D:\source\repos\LYBTZYZS\src\Server\Modules\LYBT.Module.MedicalCase\Transactions\StartConsultationTransaction.cs	48	
